(57, 2)
(20, 2)
(20, 81)
(6, 81)
(1, 81)
(1, 56)
(95, 56)
(95, 18)
(233, 18)
(233, 15)
(123, 15)
(123, 13)
(123, 330)
(98, 330)
(220, 330)
(220, 225)
(269, 225)
(274, 225)
(184, 225)
(184, 293)
(159, 293)
(159, 335)
(113, 335)
(113, 340)
(113, 390)
(113, 394)
(52, 394)
(52, 358)
(88, 358)
(88, 387)
(88, 389)
(165, 389)
(249, 389)
(249, 392)
(68, 392)
(175, 392)
(175, 206)
(74, 206)
(32, 206)
(114, 206)
(114, 51)
(204, 51)
(204, 47)
(241, 47)
(260, 47)
(14, 47)
(14, 16)
(9, 16)
(9, 41)
(9, 50)
(9, 309)
(1, 309)
(1, 311)
(1, 317)
(162, 317)
(162, 323)
(195, 323)
(265, 323)
(266, 323)
(266, 289)
(266, 90)
(9, 90)
(9, 34)
(141, 34)
(137, 34)
(215, 34)
(215, 316)
(215, 262)
(215, 67)
(241, 67)
(241, 56)
(241, 289)
(241, 295)
(241, 10)
(241, 6)
(256, 6)
(243, 6)
(250, 6)
(250, 4)
(250, 2)
(250, 43)
(250, 312)
(267, 312)
(267, 204)
(271, 204)
(271, 112)
(55, 112)
(84, 112)
(84, 8)
(84, 221)
(30, 221)
(30, 31)
(29, 31)
(29, 10)
(229, 10)
(229, 7)
(270, 7)
(270, 1)
(270, 390)
(274, 390)
(274, 391)
(3, 391)
(3, 393)
(3, 263)
(3, 115)
(167, 115)
(258, 115)
(259, 115)
(100, 115)
(104, 115)
(70, 115)
(70, 155)
(70, 19)
(70, 34)
(56, 34)
(43, 34)
(35, 34)
(55, 34)
Mistake!
