(104, 288)
(27, 288)
(27, 263)
(4, 263)
(4, 2)
(221, 2)
(221, 255)
(210, 255)
(300, 255)
(300, 337)
(187, 337)
(187, 351)
(104, 351)
(104, 245)
(104, 93)
(214, 93)
(214, 43)
(244, 43)
(244, 347)
(132, 347)
(128, 347)
(128, 140)
(100, 140)
(100, 85)
(119, 85)
(119, 286)
(17, 286)
(154, 286)
(12, 286)
(12, 184)
(3, 184)
(1, 184)
(1, 20)
(175, 20)
(175, 5)
(181, 5)
(181, 176)
(304, 176)
(304, 100)
(304, 60)
(304, 26)
(73, 26)
(73, 6)
(73, 5)
(73, 193)
(73, 79)
(4, 79)
(4, 40)
(1, 40)
(1, 17)
(1, 8)
(1, 6)
(1, 258)
(1, 311)
(1, 332)
(1, 349)
(1, 130)
(253, 130)
(313, 130)
(325, 130)
(73, 130)
(65, 130)
(303, 130)
(242, 130)
(242, 180)
(115, 180)
(109, 180)
(101, 180)
(64, 180)
(344, 180)
(344, 122)
(351, 122)
(12, 122)
(12, 252)
(12, 258)
(8, 258)
(365, 258)
(368, 258)
(110, 258)
(110, 14)
(110, 134)
(90, 134)
(90, 118)
(273, 118)
(273, 152)
(296, 152)
(331, 152)
(331, 267)
(331, 288)
(348, 288)
(354, 288)
(49, 288)
(102, 288)
(45, 288)
(297, 288)
(291, 288)
(291, 315)
(124, 315)
(73, 315)
(71, 315)
(276, 315)
(276, 13)
(276, 3)
(317, 3)
(306, 3)
(306, 1)
(308, 1)
(326, 1)
(206, 1)
(206, 310)
(206, 170)
(179, 170)
(119, 170)
(88, 170)
(88, 130)
(88, 95)
(260, 95)
(260, 8)
(74, 8)
(94, 8)
(94, 7)
(270, 7)
(290, 7)
(243, 7)
(287, 7)
(298, 7)
(298, 239)
(82, 239)
(82, 318)
(82, 273)
(69, 273)
(73, 273)
(319, 273)
(327, 273)
(165, 273)
(165, 104)
(165, 141)
(165, 302)
(165, 164)
(165, 224)
(288, 224)
(240, 224)
(240, 299)
(64, 299)
(64, 304)
(64, 122)
(64, 119)
Mistake!
